0	0
1	0.0100116
2	0.0180099
3	0.0242967
4	0.0291817
5	0.0328671
6	0.0354324
7	0.0372965
8	0.038159
9	0.0388095
10	0.0386585
11	0.0383678
12	0.037531
13	0.0367167
14	0.0355717
15	0.0343229
16	0.0329271
17	0.0315902
18	0.0300589
19	0.0284726
20	0.0269882
21	0.0254867
22	0.0241479
23	0.0226314
24	0.0212901
25	0.0199749
26	0.0186317
27	0.017554
28	0.0162198
29	0.0150259
30	0.0141484
31	0.0145927
32	0.0118843
33	0.0110232
34	0.0102917
35	0.00953156
36	0.00890042
37	0.00823722
38	0.00753088
39	0.00698631
40	0.00649768
41	0.00592767
42	0.005482
43	0.00523359
44	0.00478492
45	0.00433642
46	0.00392895
47	0.00359032
48	0.00336951
49	0.00311868
50	0.00287174
51	0.00267411
52	0.00244983
53	0.00221067
54	0.00206063
55	0.00188039
56	0.00165019
57	0.0015394
58	0.00147822
59	0.00138981
60	0.00124952
61	0.00105984
62	0.000991016
63	0.000959108
64	0.000847579
65	0.000765248
66	0.000734109
67	0.000666822
68	0.000607397
69	0.000546621
70	0.000490127
71	0.000468011
72	0.000423469
73	0.000430081
74	0.000341968
75	0.000316582
76	0.000265308
77	0.000274191
78	0.000241082
79	0.000241802
80	0.00019445
81	0.000185538
82	0.000157481
83	0.000152759
84	0.000131914
85	0.000131784
86	0.000121291
87	0.00011574
88	0.000110028
89	8.45718e-05
90	7.38191e-05
91	6.73574e-05
92	6.16559e-05
93	6.04656e-05
94	6.2056e-05
95	5.22635e-05
96	4.41714e-05
97	3.29885e-05
98	4.31311e-05
99	3.46589e-05
100	3.30085e-05
101	1.9195e-05
102	2.44863e-05
103	2.67869e-05
104	1.66443e-05
105	1.36535e-05
106	2.22657e-05
107	1.39136e-05
108	8.64223e-06
109	1.19931e-05
110	1.32034e-05
111	1.44337e-05
112	1.00826e-05
113	7.91204e-06
114	7.98206e-06
115	8.05208e-06
116	5.8015e-06
117	2.3406e-06
118	1.06227e-05
119	7.14184e-06
120	4.80124e-06
121	3.63094e-06
122	7.32189e-06
123	3.69095e-06
124	3.72096e-06
125	2.50065e-06
126	1.26033e-06
127	0
128	1.28033e-06
129	5.16133e-06
130	2.60067e-06
131	0
132	1.32034e-06
133	0
134	0
135	2.7007e-06
136	2.7207e-06
137	0
138	1.38036e-06
139	0
140	0
141	0
142	1.42037e-06
143	1.43037e-06
144	1.44037e-06
145	1.45037e-06
146	0
147	0
148	0
149	0
150	0
151	0
152	0
153	0
154	0
155	0
156	0
157	0
158	0
159	0
160	0
161	0
162	0
163	0
164	0
165	0
166	0
167	0
168	0
169	0
170	0
171	0
172	0
173	0
174	0
175	0
176	0
177	0
178	0
179	0
180	0
181	0
182	0
183	0
184	0
185	0
186	0
187	0
188	0
189	0
190	0
191	0
192	0
193	0
194	0
195	0
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	0
204	0
205	0
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	0
222	0
223	0
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	0
245	0
246	0
247	0
248	0
249	0
250	0
251	0
252	0
253	0
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	0
278	0
279	0
280	0
281	0
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	0
298	0
299	0
300	0
301	0
302	0
303	0
304	0
305	0
306	0
307	0
308	0
309	0
310	0
311	0
312	0
313	0
314	0
315	0
316	0
317	0
318	0
319	0
320	0
321	0
322	0
323	0
324	0
325	0
326	0
327	0
328	0
329	0
330	0
331	0
332	0
333	0
334	0
335	0
336	0
337	0
338	0
339	0
340	0
341	0
342	0
343	0
344	0
345	0
346	0
347	0
348	0
349	0
350	0
351	0
352	0
353	0
354	0
355	0
356	0
357	0
358	0
359	0
360	0
361	0
362	0
363	0
364	0
365	0
366	0
367	0
368	0
369	0
370	0
371	0
372	0
373	0
374	0
375	0
376	0
377	0
378	0
379	0
380	0
381	0
382	0
383	0
384	0
385	0
386	0
387	0
388	0
389	0
390	0
391	0
392	0
393	0
394	0
395	0
396	0
397	0
398	0
399	0
400	0
401	0
402	0
403	0
404	0
405	0
406	0
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	0
488	0
489	0
490	0
491	0
492	0
493	0
494	0
495	0
496	0
497	0
498	0
499	0
